Timestamp,Day of Week,Source IP,Destination IP,Encrypted Application Data
2023-12-03 17:54:03,Sunday,54.74.168.158,192.168.137.9,ba7f684217be6a32fa7308c162d40ed24a8fd4a2cfbe96074fc5
2023-12-04 17:54:43,Monday,54.74.168.158,192.168.137.9,ba7f684217be6a33d5f36ff6e8c4cce42ef20cff8af9c89015e2
2023-12-04 17:55:23,Monday,54.74.168.158,192.168.137.9,ba7f684217be6a34485fca625ed98dc435010ea5f6cb82fe9c29
2023-12-04 17:56:04,Monday,54.74.168.158,192.168.137.9,ba7f684217be6a3512616f736ebc551802f3053cca64ac4618fd
2023-12-05 17:44:46,Tuesday,54.74.168.158,192.168.137.9,ba7f684217be6a241ec4d2280b0be5221a3476dd3f4e48765250
2023-12-05 17:45:27,Tuesday,54.74.168.158,192.168.137.9,ba7f684217be6a2522cc8b30d50e5c8b0d006ca357cb4e676531
2023-12-05 17:46:07,Tuesday,54.74.168.158,192.168.137.9,ba7f684217be6a26f6cf735ffaf2b10ff7a8de63ee26c0eb0fcf
2023-12-05 17:46:47,Tuesday,54.74.168.158,192.168.137.9,ba7f684217be6a2792544f6d901c00a9043e45fc680c18b177ec
2023-12-05 17:47:27,Tuesday,54.74.168.158,192.168.137.9,ba7f684217be6a2862222167ced1dbe041605ec3b55c5f0d123d
2023-12-05 17:48:07,Tuesday,54.74.168.158,192.168.137.9,ba7f684217be6a29562d029390e264760843511a3b60cd554f1f
